id,hautpflege_haeufigkeit,produkt_sonnenschutz,produkt_duschgel,produkt_seife,produkt_gesichtsreinigung,produkt_gesichtscreme,produkt_lotion,produkt_deo,produkt_bodyspray,medien_podcasts,medien_tv,medien_socialmedia,medien_internet,medien_print,nutzen_sensitiv,nutzen_duft,nutzen_medizinisch,nutzen_lfs,nutzen_reinigend,nutzen_feuchtigkeit,eigenschaft_nachhaltig,eigenschaft_natürlich,eigenschaft_vegan,eigenschaft_mikroplastik,eigenschaft_marke,eigenschaft_günstig,kauf_frequenz,kauf_budget,kauf_ort,ex_nutzen,ex_herstellung,anker,kauf,zahlungsbereitschaft,geschlecht,alter,erwerbsstatus,einkommen
964,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt",6,6,,6,6,6,6,6,6,6,6,6,einmal im Monat,10 Euro bis weniger als 25 Euro,Apotheke oder spezialisierter Fachhandel,0,1,1,Nein,20,weiblich,34,Studium,500
965,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","ja, vereinzelt","ja, regelmäßig","nein, nicht bewusst",,5,5,6,6,5,5,6,4,5,6,4,4,einmal im Monat,10 Euro bis weniger als 25 Euro,Supermarkt,1,1,1,Ja,36,weiblich,27,Sonstiges,1100
966,mehrmals wöchentlich,"nein, nie","ja, manchmal","ja, manchmal","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","ja, vereinzelt","ja, regelmäßig","ja, vereinzelt","ja, regelmäßig","ja, regelmäßig",3,4,1,4,3,3,4,1,4,2,6,5,wöchentlich,50 Euro bis weniger als 100 Euro,Apotheke oder spezialisierter Fachhandel,0,1,0,Ja,18,,24,Sonstiges,2400
967,täglich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","ja, regelmäßig","nein, nicht bewusst","ja, regelmäßig","ja, vereinzelt",,6,6,5,3,4,6,6,5,6,5,6,mehrmals im Monat,50 Euro bis weniger als 100 Euro,Apotheke oder spezialisierter Fachhandel,0,0,0,Nein,8,weiblich,22,Studium,100
968,mehrmals wöchentlich,"ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nie","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst","ja, vereinzelt",3,4,4,6,5,2,6,4,5,,6,6,seltener,10 Euro bis weniger als 25 Euro,Apotheke oder spezialisierter Fachhandel,0,0,1,Nein,12,weiblich,24,Sonstiges,1600
969,seltener,"ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst",4,4,3,4,3,3,4,3,4,3,5,4,seltener,weniger als 10 Euro,Supermarkt,0,1,0,Ja,19,weiblich,25,Studium,600
970,mehrmals wöchentlich,"nein, nie","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nie","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","ja, vereinzelt","ja, regelmäßig","nein, nicht bewusst","ja, regelmäßig",2,4,3,,4,1,4,3,3,3,3,4,mehrmals im Monat,25 Euro bis weniger als 50 Euro,Apotheke oder spezialisierter Fachhandel,0,0,0,Nein,10,männlich,28,Studium,400
971,seltener,,"ja, manchmal","ja, sehr regelmäßig",,"nein, nie","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst",4,4,6,4,4,2,5,4,3,4,5,4,mehrmals im Monat,10 Euro bis weniger als 25 Euro,Supermarkt,0,0,1,Nein,5,männlich,20,Sonstiges,1000
972,mehrmals wöchentlich,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","ja, vereinzelt","ja, regelmäßig","ja, vereinzelt","ja, regelmäßig",5,4,4,4,6,,6,4,4,4,5,6,wöchentlich,25 Euro bis weniger als 50 Euro,Online_Handel,0,0,0,Ja,16,weiblich,19,Schule,100
973,mehrmals wöchentlich,"ja, manchmal","nein, nie","nein, nie","nein, nie","nein, nie","nein, nie","ja, manchmal","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst",4,4,3,4,2,2,2,2,1,2,4,2,seltener,25 Euro bis weniger als 50 Euro,Apotheke oder spezialisierter Fachhandel,1,0,1,Nein,12,männlich,25,Studium,800
974,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nicht bewusst","ja, vereinzelt","ja, regelmäßig","nein, nicht bewusst",,5,6,4,6,6,5,,,6,5,4,6,seltener,weniger als 10 Euro,Supermarkt,0,0,0,Nein,10,weiblich,28,Erwerbstätigkeit,2300
975,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst",,"nein, nicht bewusst",,5,6,5,6,4,5,4,5,5,5,6,5,seltener,,Apotheke oder spezialisierter Fachhandel,1,0,1,Nein,23,weiblich,27,Erwerbstätigkeit,
976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,nie,,,,,,,,,"nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",4,3,4,6,6,3,5,4,4,3,5,6,,0 Euro,Supermarkt,1,1,1,Nein,22,männlich,22,Studium,500
978,mehrmals wöchentlich,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt",3,5,5,6,4,5,4,4,,6,6,6,einmal im Monat,weniger als 10 Euro,Supermarkt,1,1,0,Ja,23,männlich,19,Studium,300
979,seltener,"nein, nie","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, manchmal",,"ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",4,5,4,5,4,5,5,6,5,,6,6,nie,10 Euro bis weniger als 25 Euro,Apotheke oder spezialisierter Fachhandel,0,0,1,Nein,16,weiblich,30,Erwerbstätigkeit,
980,nie,,,,,,,,,"nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",3,3,2,4,2,2,4,4,2,4,4,5,seltener,0 Euro,Supermarkt,0,0,0,Nein,0,weiblich,,Erwerbstätigkeit,3100
981,nie,,,,,,,,,"nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst",6,6,6,,6,4,6,6,6,4,6,6,einmal im Monat,weniger als 10 Euro,Supermarkt,1,0,0,Nein,8,weiblich,30,Erwerbstätigkeit,2700
982,nie,,,,,,,,,"nein, nicht bewusst",,"nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",4,5,4,5,5,4,5,5,5,5,5,5,nie,0 Euro,Supermarkt,0,0,1,Nein,4,weiblich,30,Studium,400
983,seltener,"nein, nie","nein, nie","ja, manchmal","nein, nie","ja, manchmal","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt",4,4,3,3,3,4,4,3,4,3,3,3,seltener,10 Euro bis weniger als 25 Euro,Supermarkt,0,1,0,Nein,12,weiblich,31,Ausbildung,900
984,nie,,,,,,,,,"nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",5,4,5,6,4,5,6,5,5,5,6,6,seltener,0 Euro,Supermarkt,1,0,1,Nein,11,weiblich,26,Studium,700
985,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt",5,6,6,6,4,3,6,6,,4,6,,seltener,weniger als 10 Euro,Supermarkt,0,1,1,Nein,18,weiblich,,Studium,600
986,mehrmals wöchentlich,"nein, nie","ja, manchmal","ja, manchmal","ja, manchmal","ja, manchmal","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","ja, regelmäßig","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt",4,4,3,3,4,3,4,2,4,3,3,4,mehrmals im Monat,25 Euro bis weniger als 50 Euro,Drogerien,1,1,1,Ja,27,weiblich,20,,600
987,täglich,"nein, nie","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","ja, regelmäßig","ja, vereinzelt","ja, regelmäßig","ja, vereinzelt","ja, regelmäßig",2,5,4,2,5,2,1,3,5,4,4,4,mehrmals im Monat,100 Euro oder mehr,Apotheke oder spezialisierter Fachhandel,1,0,0,Ja,23,weiblich,22,Studium,
988,nie,,,,,,,,,"nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",3,4,4,3,4,4,4,4,3,3,3,4,einmal im Monat,weniger als 10 Euro,Supermarkt,0,0,1,Nein,12,,24,Ausbildung,600
989,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig",,"ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","ja, vereinzelt","ja, regelmäßig","nein, nicht bewusst","nein, nicht bewusst",6,6,6,6,6,6,6,6,6,6,6,6,seltener,weniger als 10 Euro,Supermarkt,1,1,0,Ja,22,weiblich,18,Ausbildung,400
990,täglich,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","ja, regelmäßig",,"ja, vereinzelt","ja, vereinzelt","ja, regelmäßig",4,4,4,3,4,,4,2,3,4,4,4,wöchentlich,50 Euro bis weniger als 100 Euro,Online_Handel,0,0,1,Nein,19,weiblich,22,Erwerbstätigkeit,5000
991,mehrmals wöchentlich,"nein, nie","nein, nie","nein, nie","nein, nie","nein, nie","ja, manchmal","ja, manchmal","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst",3,3,3,3,3,4,3,,4,3,3,4,nie,10 Euro bis weniger als 25 Euro,Apotheke oder spezialisierter Fachhandel,0,1,0,Ja,20,männlich,19,Ausbildung,
992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","nein, nie","nein, nicht bewusst","ja, regelmäßig","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst",4,3,4,5,3,4,4,3,5,3,4,4,mehrmals im Monat,10 Euro bis weniger als 25 Euro,Supermarkt,0,0,1,Nein,,,34,Erwerbstätigkeit,2000
994,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, regelmäßig","nein, nicht bewusst",6,6,6,6,6,6,6,6,5,5,6,6,einmal im Monat,10 Euro bis weniger als 25 Euro,Apotheke oder spezialisierter Fachhandel,1,0,0,Ja,17,weiblich,28,Erwerbstätigkeit,5000
995,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",4,5,6,6,6,4,6,4,6,6,6,6,einmal im Monat,0 Euro,Supermarkt,1,0,0,Ja,13,männlich,27,Studium,300
996,mehrmals wöchentlich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst",,"ja, vereinzelt","ja, vereinzelt","ja, regelmäßig",,6,,4,5,3,6,4,5,3,6,6,einmal im Monat,10 Euro bis weniger als 25 Euro,Supermarkt,1,0,0,Ja,18,weiblich,29,Erwerbstätigkeit,1900
997,täglich,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","nein, nie","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, regelmäßig","nein, nicht bewusst",3,6,3,6,6,,,3,3,2,4,5,mehrmals im Monat,25 Euro bis weniger als 50 Euro,Drogerien,0,0,1,Nein,7,männlich,22,Studium,300
998,täglich,"ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","ja, manchmal","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, regelmäßig","ja, vereinzelt","ja, vereinzelt",1,5,5,6,4,3,,4,5,4,4,5,seltener,10 Euro bis weniger als 25 Euro,Supermarkt,1,0,1,Nein,21,weiblich,24,Erwerbstätigkeit,2600
999,mehrmals wöchentlich,"ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","ja, manchmal","nein, nie","ja, sehr regelmäßig",,"nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt",3,6,4,5,5,2,6,5,6,6,6,6,seltener,weniger als 10 Euro,Supermarkt,0,0,0,Ja,14,weiblich,23,Erwerbstätigkeit,2800
1000,seltener,"nein, nie","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nie","nein, nie","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",1,5,4,1,4,1,5,2,4,5,4,5,nie,weniger als 10 Euro,Supermarkt,1,0,0,Nein,6,,32,Studium,800
1001,seltener,"nein, nie","nein, nie","nein, nie","nein, nie","nein, nie","nein, nie","ja, manchmal","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt",1,2,1,2,1,2,1,2,2,1,1,2,mehrmals im Monat,25 Euro bis weniger als 50 Euro,Supermarkt,1,1,1,Nein,22,weiblich,18,Studium,300
1002,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst",,"nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst",2,6,6,5,6,3,6,,6,6,6,6,mehrmals im Monat,25 Euro bis weniger als 50 Euro,Apotheke oder spezialisierter Fachhandel,1,1,0,Ja,25,weiblich,24,Sonstiges,
1003,,"ja, sehr regelmäßig",,"ja, manchmal","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","ja, vereinzelt","ja, regelmäßig","ja, regelmäßig","ja, vereinzelt",4,4,3,6,4,4,5,3,4,1,,6,mehrmals im Monat,25 Euro bis weniger als 50 Euro,Drogerien,0,1,1,Nein,19,weiblich,,Studium,600
1004,nie,,,,,,,,,"nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",6,6,6,6,4,6,6,6,6,6,6,6,seltener,0 Euro,Supermarkt,1,0,1,Nein,17,männlich,25,Studium,300
1005,seltener,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt",5,3,3,4,4,4,3,3,3,3,4,5,einmal im Monat,weniger als 10 Euro,Supermarkt,0,0,1,Nein,15,weiblich,34,Erwerbstätigkeit,5000
1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst",,6,6,6,6,6,6,6,6,6,6,6,6,einmal im Monat,weniger als 10 Euro,Supermarkt,1,1,1,Ja,32,weiblich,29,Sonstiges,500
1008,,"ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","ja, regelmäßig","ja, regelmäßig","ja, regelmäßig","nein, nicht bewusst",5,4,,6,4,3,5,5,6,4,5,,mehrmals im Monat,50 Euro bis weniger als 100 Euro,Apotheke oder spezialisierter Fachhandel,1,0,1,Nein,23,weiblich,,Erwerbstätigkeit,1500
1009,mehrmals wöchentlich,"ja, manchmal","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","ja, vereinzelt",4,3,3,4,4,1,4,5,3,5,4,4,mehrmals im Monat,10 Euro bis weniger als 25 Euro,Supermarkt,0,0,1,Nein,13,weiblich,21,Studium,500
1010,seltener,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst",4,6,6,6,6,6,6,6,6,6,6,6,seltener,weniger als 10 Euro,Supermarkt,1,1,0,Ja,22,weiblich,32,Erwerbstätigkeit,4500
1011,seltener,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",4,6,6,6,6,4,6,5,6,5,6,6,nie,0 Euro,Supermarkt,1,1,0,Ja,18,weiblich,26,,
1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,täglich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","ja, regelmäßig","nein, nicht bewusst","ja, regelmäßig","ja, vereinzelt",6,6,3,5,5,3,6,4,5,4,5,4,mehrmals im Monat,50 Euro bis weniger als 100 Euro,Drogerien,0,0,1,Nein,18,weiblich,21,Studium,200
1014,seltener,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst",2,6,6,6,6,4,6,6,6,,6,4,seltener,weniger als 10 Euro,,1,0,0,Ja,13,männlich,18,Ausbildung,600
1015,nie,,,,,,,,,"nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst",6,6,4,6,5,4,6,4,5,5,6,6,,weniger als 10 Euro,Supermarkt,1,1,0,Ja,18,weiblich,27,Erwerbstätigkeit,4800
1016,mehrmals wöchentlich,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","ja, regelmäßig",5,6,4,6,5,4,6,5,6,3,6,6,einmal im Monat,10 Euro bis weniger als 25 Euro,Supermarkt,0,0,0,Nein,10,weiblich,25,Erwerbstätigkeit,2700
1017,nie,,,,,,,,,"nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",,2,6,6,6,6,1,5,6,6,6,4,,nie,0 Euro,Supermarkt,0,1,0,Ja,15,männlich,25,Erwerbstätigkeit,2700
1018,nie,,,,,,,,,"nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst",6,6,6,5,6,6,6,6,6,6,,6,einmal im Monat,weniger als 10 Euro,Supermarkt,1,1,0,Ja,21,weiblich,20,Erwerbstätigkeit,2900
1019,seltener,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",4,4,4,4,5,5,4,5,4,4,4,4,nie,,Supermarkt,0,1,1,Nein,14,weiblich,30,Erwerbstätigkeit,
1020,,"nein, nie","ja, sehr regelmäßig",,"ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst",5,3,5,1,4,4,4,4,5,5,6,4,,25 Euro bis weniger als 50 Euro,Apotheke oder spezialisierter Fachhandel,1,0,1,Nein,17,weiblich,23,Erwerbstätigkeit,3600
1021,täglich,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","nein, nicht bewusst","ja, vereinzelt","ja, regelmäßig","ja, vereinzelt","ja, regelmäßig",3,5,5,5,4,5,6,3,4,4,4,5,mehrmals im Monat,,Apotheke oder spezialisierter Fachhandel,0,1,0,Ja,,divers,29,Erwerbstätigkeit,3500
1022,mehrmals wöchentlich,"nein, nie","nein, nie",,"nein, nie","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt",,4,3,1,4,4,3,3,3,3,1,1,nie,25 Euro bis weniger als 50 Euro,Supermarkt,1,0,0,Ja,18,weiblich,33,Erwerbstätigkeit,
1023,seltener,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst",3,4,5,4,5,3,5,6,4,5,4,5,einmal im Monat,weniger als 10 Euro,Supermarkt,1,0,1,Nein,11,weiblich,17,Sonstiges,1800
1024,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","ja, vereinzelt","nein, nicht bewusst","nein, nicht bewusst",3,5,6,6,6,4,6,6,4,5,6,5,nie,10 Euro bis weniger als 25 Euro,Apotheke oder spezialisierter Fachhandel,1,0,1,Nein,12,weiblich,22,Studium,600
1025,seltener,"ja, manchmal","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nie","nein, nie","ja, sehr regelmäßig","nein, nie","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",4,6,6,6,4,4,6,6,6,4,6,6,nie,0 Euro,Supermarkt,0,1,1,Nein,12,männlich,31,Erwerbstätigkeit,5000
1026,nie,,,,,,,,,"nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",2,6,5,6,6,6,5,6,6,6,4,4,seltener,0 Euro,Supermarkt,0,0,0,Nein,0,männlich,24,Sonstiges,1200
1027,nie,,,,,,,,,"nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",4,4,3,4,3,3,4,3,3,3,4,5,einmal im Monat,0 Euro,Supermarkt,0,0,0,Nein,1,divers,29,Erwerbstätigkeit,3700
1028,seltener,"ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst","nein, nicht bewusst",6,6,3,6,4,3,6,4,4,6,6,6,einmal im Monat,,Apotheke oder spezialisierter Fachhandel,0,0,0,Nein,8,weiblich,32,Erwerbstätigkeit,1800
1029,nie,,,,,,,,,,"nein, nicht bewusst","ja, vereinzelt","ja, vereinzelt","nein, nicht bewusst",4,4,3,5,4,5,5,5,5,5,5,3,wöchentlich,10 Euro bis weniger als 25 Euro,Online_Handel,0,1,1,Nein,11,männlich,31,Erwerbstätigkeit,4900
1030,,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","nein, nie","ja, sehr regelmäßig","nein, nie","ja, sehr regelmäßig","nein, nie","ja, regelmäßig","nein, nicht bewusst","ja, vereinzelt","ja, regelmäßig","nein, nicht bewusst",3,5,4,5,4,4,5,4,3,5,5,5,mehrmals im Monat,50 Euro bis weniger als 100 Euro,Apotheke oder spezialisierter Fachhandel,0,0,0,Nein,12,weiblich,22,Studium,400
1031,mehrmals wöchentlich,"ja, manchmal","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, sehr regelmäßig","ja, manchmal","ja, manchmal","ja, sehr regelmäßig","nein, nie","ja, vereinzelt","nein, nicht bewusst","ja, regelmäßig","ja, vereinzelt","nein, nicht bewusst",4,5,5,4,6,1,4,4,5,4,4,4,einmal im Monat,25 Euro bis weniger als 50 Euro,Apotheke oder spezialisierter Fachhandel,1,0,0,Ja,15,weiblich,30,Ausbildung,600
